,keyword,importance,total_importance
2307,"original delivery time, new delivery date, delivery date, delivery time, dealer",0.4609-0.4447-0.4309-0.4027-0.4008,2.14
2308,"schedule delivery date, schedule delivery, insurance, delivery date, delayed",0.4266-0.3837-0.3826-0.3729-0.3437,1.91
2309,"jeep, cleaning, dirty, severe damage, damage",0.4829-0.4018-0.3964-0.3683-0.3354,1.98
2310,"car buying experience, easiest car buying experience, car buying, buying experience, good experience",0.7439-0.7229-0.5357-0.4822-0.4263,2.91
2311,"carvana, dealership review, time carvana, day delivery, delivery date",0.551-0.5106-0.4874-0.3868-0.3853,2.32
2312,"used car dealer, car dealer, dealer, caravans trade, chemical cleaner",0.4335-0.4275-0.4247-0.3948-0.387,2.07
2313,"seemles, good care, care, easy, take",0.4617-0.3981-0.2736-0.2566-0.1517,1.54
2314,"car dealerships, carvana, vehicle, dealerships, car",0.4439-0.3982-0.3917-0.3903-0.3426,1.97
2315,"carvana car buying experience, car buying experience, carvana car, car buying, dealership",0.6886-0.611-0.5104-0.4572-0.436,2.7
2316,"recommend carvana, carvana, poor business practices, poor business, business practices",0.5824-0.5645-0.4502-0.4319-0.3644,2.39
2317,"vehicle carvana, carvana, people carvana, vehicle, purchasing",0.7661-0.6493-0.538-0.42-0.2529,2.63
2318,"check engine, engine, car, check engine light, engine light",0.4476-0.4373-0.3837-0.3727-0.3631,2.0
2319,"dealership, local dealerships, dealerships, multiple local dealerships, sell",0.5178-0.4861-0.4826-0.4618-0.3519,2.3
2320,"right car quickly.3, pros:1, self tag state.4, car, cons:1",0.3801-0.3307-0.3155-0.3074-0.3066,1.64
2321,"easy process, process, delivered, tires, correct pressure",0.5456-0.4077-0.3952-0.3606-0.3197,2.03
2322,"worst customer service, customer service, customer, service, ticket",0.7209-0.5514-0.4457-0.3787-0.3513,2.45
2323,"easiest car buying experience, car buying experience, car buying, buying experience, buying",0.8004-0.7398-0.5921-0.4231-0.3741,2.93
2324,"carvana, shoe, old adage, always, never",0.3229-0.3009-0.2649-0.2524-0.2385,1.38
2325,"detailed information, information, vehicles, vehicle, detailed",0.4391-0.38-0.3789-0.3733-0.3539,1.93
2326,"easiest car purchase, car purchase, car, easiest, purchase",0.7964-0.6226-0.4544-0.4115-0.3515,2.64
2327,"appointment, stars, rescheduled, drive way, pick",0.3398-0.2923-0.2859-0.2547-0.2462,1.42
2328,"car delivery, rescheduled, delivery, deliver, carvana",0.5282-0.4419-0.4295-0.4043-0.3446,2.15
2329,"carvana, vehicle * * *, vehicle * * * * * *, vehicle, purchasing",0.4388-0.3887-0.3848-0.3716-0.3236,1.91
2330,"carvana, vehicle, great experience, whole online process, online process",0.5462-0.3023-0.2737-0.2713-0.2675,1.66
2331,"rotors, inspection, yes, good experience, brakes",0.3035-0.291-0.2724-0.2336-0.229,1.33
2332,"carvana, dealer, .. dealer, leaf, pickup",0.461-0.3915-0.3716-0.2512-0.249,1.72
2333,"professional, carvana, car, follow, expectations",0.5-0.4734-0.287-0.2234-0.2097,1.69
2334,"different car orders-, . delivery process, delivery, delivery process, different car",0.5626-0.3716-0.3635-0.3612-0.3008,1.96
2335,"purchase vehicle, customer service, vehicle, customer, service",0.5891-0.4627-0.3981-0.3755-0.3747,2.2
2336,"carvana, dealership, local dealership, sale dashboard, sale customer care",0.554-0.447-0.4305-0.4199-0.4031,2.25
2337,"carvana, ripoff, online predator, buyer beware, beware",0.6598-0.3528-0.2962-0.2932-0.2249,1.83
2338,"carvana, first car, clean title, car, title",0.5502-0.4314-0.3766-0.3671-0.2519,1.98
2339,"customer, customer service, reschedule, delivery lmaoo, car lol",0.3384-0.3371-0.3228-0.2952-0.2745,1.57
2340,"third party warranty, warranty, useless third party warranty company, warranty company, third party warranty company",0.5033-0.4999-0.4821-0.4779-0.4585,2.42
2341,"car salesmen, cars, used car, clowns, car",0.4801-0.4243-0.3744-0.3727-0.3724,2.02
2342,"car site, carvana, buying, car, buy",0.552-0.3501-0.3021-0.2766-0.2698,1.75
2343,"carvana, car sales people, car sales, new car, car",0.5548-0.5121-0.5082-0.4947-0.3704,2.44
2344,"carvana, great customer service, customer service, customer service * * * * *, service",0.5598-0.4909-0.4019-0.3955-0.3682,2.22
2345,"car dealerships, dealerships, delay delivery, rural georgia, vehicle asap",0.5088-0.4738-0.447-0.4111-0.3952,2.24
2346,"second explorer, recommend carvana, carvana, new vehicle delivery, vehicle delivery",0.4937-0.4912-0.4713-0.471-0.4415,2.37
2347,"use, easy, questions, ask, steps",0.4297-0.3306-0.3152-0.2977-0.255,1.63
2348,"v touring edition, used touring edition, customer reviews, carvana customers, reviews",0.4619-0.4472-0.4405-0.404-0.4036,2.16
2349,"discrimination, cheque, customer advocate, lender, color carvana",0.3764-0.3761-0.3092-0.3089-0.2936,1.66
2350,"delivery fees, delay delivery, car purchase, delivery, fees",0.6709-0.643-0.5328-0.4656-0.3906,2.7
2351,"carvana site, car buying, carvana, first car buying decision, dealership",0.5994-0.5775-0.5748-0.5702-0.523,2.84
2352,"outfit carvana contracts, carvana, car registration, dealership, purchase vehicle",0.5494-0.4694-0.4668-0.4572-0.4467,2.39
2353,"roof damage, hail damage, carrier damage, insurance, roof",0.5497-0.4181-0.3926-0.3822-0.3565,2.1
2354,"purchasing, broken fog light, stars, fog light, car",0.4222-0.2984-0.2979-0.2951-0.2886,1.6
2355,"smooth transaction, initial documents, transaction, documents, address",0.4621-0.3981-0.3656-0.3288-0.2918,1.85
2356,"car carvana, carvana, exceptional car, loan, car",0.5512-0.4499-0.3796-0.3165-0.2894,1.99
2357,"carvana, vehicle, reliable car, car, customers",0.4072-0.358-0.3463-0.3018-0.2851,1.7
2358,"car carvana, carvana rep, carvana, license plates, vehicle",0.548-0.4857-0.4681-0.4435-0.3522,2.3
2359,"carvana, everyone carvana, customer experiences, post delivery, delivery",0.6269-0.5265-0.427-0.4259-0.4122,2.42
2360,"carvana car sales, car carvana, carvana car, carvana, registration issues",0.6545-0.587-0.5694-0.483-0.4771,2.77
2361,"unhelpful customer service, customer service * * * * *, customer service, service, customer",0.798-0.6507-0.6472-0.4887-0.4785,3.06
2362,"horrible customer service representatives, horrible customer service, customer service experience, horrible customer, customer service representatives",0.5583-0.5108-0.4563-0.4387-0.4104,2.37
2363,"registration, carvana, lien, vehicle, car",0.4927-0.3769-0.3539-0.3332-0.2847,1.84
2364,"registration, purchase carvana, carvana, third party vendor, forms",0.5986-0.5622-0.4689-0.4191-0.3531,2.4
2365,"carvana, recommend, experience, absolutely",0.7481-0.2456-0.2231-0.1313,1.35
2366,"inspection, point inspection, first time customer, dealership, customer",0.4642-0.4627-0.4237-0.3676-0.3129,2.03
2367,"recommend carvana, carvana, car dealer, car dealers, dealer",0.62-0.5864-0.4956-0.4746-0.4292,2.61
2368,"carvana, carvana * * * *, automotive purchase, cumulative rating, gaslights",0.6366-0.5942-0.5179-0.3094-0.2889,2.35
2369,"original deliver date, day delivery, deliver, rescheduled, delivery",0.4193-0.4187-0.3832-0.3822-0.3813,1.98
2370,"warranty, cancel, contract, payment, rotors",0.4817-0.4155-0.3701-0.2929-0.2868,1.85
2371,"bumper, warranty company, warranty, file claim, accident",0.4827-0.3743-0.3678-0.3539-0.3284,1.91
2372,"carvana, worthless company, wrecked car, reimbursement, worst experience",0.4846-0.4004-0.3947-0.3512-0.3066,1.94
2373,"inspection, point inspection, delivery, vehicle * * * * * *, purchase online",0.4197-0.3601-0.3419-0.3041-0.3032,1.73
2374,"free process, process, stress, new car, car",0.4825-0.4205-0.3985-0.3802-0.3292,2.01
2375,"car online, dealership experience, carvana, dealership, buying",0.6508-0.5066-0.4616-0.3986-0.3414,2.36
2376,"carvana, dealership, customer service, engine issues, customer",0.4247-0.4034-0.335-0.3281-0.3111,1.8
2377,"easiest car buying experience, car buying experience, purchase vehicle, car buying, suv",0.7232-0.677-0.6302-0.5991-0.5174,3.15
2378,"pirelli mud, scratches, windshield, tires, michelin tires",0.4727-0.4583-0.3865-0.3644-0.3524,2.03
2379,"company, purchases, great, work, would",0.4367-0.3983-0.3287-0.2655-0.1763,1.61
2380,"car carvana, carvana, additional time commitment, repairs, time commitment",0.4392-0.3876-0.342-0.3061-0.2403,1.72
2381,"initial process, warranty program, * * warranty program, process, warranty",0.445-0.4204-0.3751-0.3544-0.3112,1.91
2382,"insurance, carvana, repairs, vehicle, cosmetic repairs",0.3769-0.3714-0.3654-0.3104-0.3101,1.73
2383,"total scam, carvana, scam, reviews, buying experience",0.4439-0.4311-0.4226-0.3916-0.3641,2.05
2384,"front license plate bracket, front license plate, license plate, warranty company, specific auto shop",0.6533-0.581-0.4864-0.4099-0.3726,2.5
2385,"recommend carvana, carvana, vehicle, delivery driver, day guarantee",0.6624-0.6017-0.3544-0.3272-0.3163,2.26
2386,"delivery date, check engine, new tag, check engine light, inconvenience",0.3462-0.2631-0.26-0.2518-0.2518,1.37
2387,"worst company, company, worst, dealt, ever",0.8043-0.4894-0.3632-0.2219-0.1494,2.03
2388,"car, honesty, friends, buy, everything",0.3263-0.2327-0.1669-0.1609-0.1502,1.04
2389,"car inspection, return vehicle, inspection, car buying process, jeep compass",0.4569-0.3928-0.381-0.3681-0.364,1.96
2390,"carvana, recommend carvana, new vehicle, * * * carvana, * * * * * carvana",0.5034-0.4735-0.4426-0.4408-0.4265,2.29
2391,"hundai an1d1, red light, red, color red, color",0.5751-0.4549-0.4508-0.4326-0.3548,2.27
2392,"car exchange, car dealership, carvana, dealership, customer service",0.5592-0.5268-0.503-0.5007-0.3616,2.45
2393,"better process, contact, process, ask, always",0.5582-0.4626-0.3851-0.2901-0.1748,1.87
2394,"new vw tiguan, vw tiguan, dealership, vw, new car",0.532-0.4519-0.4388-0.3855-0.372,2.18
2395,"carvana, dealership, actual purchase process, got car, delayed",0.4984-0.3956-0.3687-0.3478-0.3426,1.95
2396,"carvana business, carvana!!!!the * * *, carvana finally, carvana, * * * carvana",0.5512-0.5168-0.5047-0.4961-0.4817,2.55
2397,"car carvana, carvana, bad car, car, insurance",0.5675-0.4778-0.3313-0.3143-0.3,1.99
2398,"chrome bumper, front bumper, bumper, paint, peeling",0.542-0.4515-0.4362-0.41-0.317,2.16
2399,"delivery truck, thanks carvana, carvana, delivery, truck",0.5313-0.4431-0.4315-0.4204-0.418,2.24
2400,"carvanas, financing rates, financing, buying process, buying",0.6306-0.402-0.3847-0.369-0.3325,2.12
2401,"seamless purchase, professional delivery, delivery, awesome experience, automobile transaction",0.5693-0.5186-0.5035-0.475-0.4702,2.54
2402,"carvana, carvana offer, dealership, personal information, customer service attitude",0.4651-0.423-0.3553-0.3215-0.2835,1.85
2403,"love carvana, carvana, vehicle, car, car lot",0.7093-0.6848-0.4257-0.4101-0.3966,2.63
2404,"delivery date, purchasing process, delivery, deliver, purchasing",0.5047-0.488-0.4276-0.3702-0.3305,2.12
2405,"carvana, seasoned car buyer, beautiful vehicle, recordi, reviews",0.5155-0.4302-0.3838-0.3597-0.3543,2.04
2406,"carvana financing, purchase vehicle, vehicle insurance, insurance coverage, financing",0.4734-0.4278-0.4252-0.2968-0.296,1.92
2407,"amazon order, order, amazon, easy, whole process",0.536-0.3964-0.3168-0.2675-0.199,1.72
2408,"delivery, deliver, carvanna, car salesmen, car",0.4483-0.4389-0.3686-0.355-0.3128,1.92
2409,"recommend carvana, carvana, car, agents, buying",0.5344-0.4573-0.3867-0.3012-0.2381,1.92
2410,"great customer service, awesome, customer service, customer, great",0.4919-0.3144-0.3061-0.2921-0.2554,1.66
2411,"vehicle, whole process, purchasing, whole, process",0.4308-0.392-0.367-0.2386-0.2106,1.64
2412,"carvana, raise, experience, vehicle, great experience",0.5972-0.3036-0.2657-0.2563-0.227,1.65
2413,"service, email verification, system glitch, customers, order",0.3661-0.3431-0.3362-0.3215-0.3056,1.67
2414,"carvana, dealership, carvana reps, registration, new car",0.4883-0.4529-0.443-0.4116-0.397,2.19
2415,"poor customer service, customer service, worst car buying experience, customer, worst car buying",0.538-0.4482-0.3916-0.3539-0.3091,2.04
2416,"hassle car buying experience, car buying experience, car buying, buying experience, delivery",0.6998-0.6718-0.4672-0.3773-0.3154,2.53
2417,"squeaking, chrysler dealership, actual dealership, warranty company, chrysler",0.3864-0.3797-0.3054-0.3042-0.2925,1.67
2418,"great experience, hidden costs, experience, costs, finish",0.4791-0.4446-0.3961-0.3752-0.2764,1.97
2419,"* * * * * miata, miata, delivery, features, stuff",0.4781-0.4645-0.3635-0.3024-0.2504,1.86
2420,"dealership, great experience, got car, experience, car",0.4007-0.299-0.2823-0.2767-0.2403,1.5
2421,"carvana, love carvana, vehicle, car, pleased customer",0.5687-0.5452-0.4131-0.3489-0.319,2.19
2422,"glitches, feature, system, description, deal",0.4246-0.4109-0.3747-0.2349-0.2065,1.65
2423,"carvana, dealer, local dealer, car, trashy cars",0.5181-0.3553-0.3158-0.2779-0.2629,1.73
2424,"warranty, day warranty, radio, cover, fix",0.4375-0.4266-0.3225-0.2813-0.1713,1.64
2425,"dealership, life, pain, easy, real",0.5378-0.3563-0.3434-0.2498-0.1776,1.66
2426,"state fees, multiple overdrafts, truck, work truck, delivered",0.3506-0.324-0.3077-0.3041-0.3027,1.59
2427,"registration, carvana, new address, disability placard, recommend carvana",0.5199-0.4123-0.3537-0.3359-0.3307,1.95
2428,"totaled car, indiana, car july, second car, factory warranty",0.4246-0.3299-0.3225-0.3148-0.3014,1.69
2429,"vw dealership, many delayed deliveries, delayed deliveries, local vw dealer, vw",0.5037-0.4817-0.4593-0.459-0.4422,2.35
2430,"carvana, vehicle, best experience, experience, purchasing",0.6323-0.5319-0.3998-0.301-0.2437,2.11
2431,"carvana, first car, car, car weeks, buy",0.5988-0.4024-0.3723-0.3389-0.2875,2.0
2432,"car carvana, unsafe car, safe car, carvana, recommend carvana",0.5716-0.5525-0.5432-0.4809-0.4633,2.61
2433,"purchase carvana, carvana purchase, carvana, nothing carvana, purchase vehicle",0.8145-0.8125-0.6759-0.6251-0.6073,3.54
2434,"lease, carvana, agents, days, different agents",0.4417-0.4244-0.2648-0.2497-0.2476,1.63
2435,"inspection, inspections, carvana, point inspection, online chat associates",0.4404-0.4252-0.4244-0.301-0.2938,1.88
2436,"carvana, delivery, quick service, whole process, car",0.4027-0.2541-0.2443-0.227-0.2267,1.35
2437,"advertised, car, whole process, process, whole",0.4322-0.3598-0.3339-0.2453-0.1651,1.54
2438,"suv, great service, great experience, experience, service",0.3617-0.3551-0.3429-0.2751-0.2735,1.61
2439,"poor customer service, dealership, registration, delivery, customer service",0.362-0.3308-0.3239-0.3235-0.3085,1.65
2440,"carvana, car purchases, future car purchases, vehicle, car",0.5901-0.5456-0.5418-0.437-0.353,2.47
2441,"tire shop, tire, warranty partner, local tire shop, tires",0.4512-0.4378-0.4337-0.4287-0.3965,2.15
2442,"worst customer experience, horrible customer service, friday delivery, delivery friday, horrible customer",0.4439-0.4263-0.4136-0.3893-0.385,2.06
2443,"repair, best experience, tail light, car, experience",0.3415-0.325-0.3165-0.2947-0.2632,1.54
2444,"easiest car buying experience, car buying experience, car buying, dealership, buying experience",0.8759-0.7796-0.6035-0.5797-0.5117,3.35
2445,"dealership, credit report, inquiries, multiple inquiries, credit",0.4328-0.3415-0.28-0.2709-0.2391,1.56
2446,"new ride, dealers, ride, easy way, hassle",0.5722-0.5147-0.5143-0.3222-0.252,2.18
2447,"jeep grand cherokee, jeep, day southwest vacation, total disaster, disaster",0.4457-0.4141-0.3775-0.3409-0.3242,1.9
2448,"great place, car, buy, place, great",0.4881-0.3852-0.3473-0.2963-0.1982,1.72
2449,"email truck, truck, dealership, delivery day, delivery",0.5626-0.4877-0.4596-0.4214-0.3965,2.33
2450,"vehicle return, return vehicle, vehicle return program, audi s5 prestige, days return",0.5472-0.5305-0.4983-0.4925-0.3857,2.45
2451,"first delivery date, delivery time, delivery date, first delivery, deliver",0.3745-0.3616-0.3609-0.3274-0.3201,1.74
2452,"great experience, experience, cars, recommend, great",0.4676-0.3554-0.3349-0.2987-0.2444,1.7
2453,"free car buying experience, car buying experience, carvana, free car buying, car buying",0.6356-0.6003-0.551-0.5308-0.4968,2.81
2454,"delivery time, actual delivery, nonregrets, delivery, issues",0.445-0.4065-0.4032-0.3824-0.2914,1.93
2455,"car buying, carvana, vehicle, day guarantee, buying",0.5873-0.526-0.3671-0.3666-0.3342,2.18
2456,"worst customer service, absolute worst customer service, customer service, customer, dealership",0.5094-0.4932-0.4552-0.3778-0.3274,2.16
2457,"experience, car, purchasing, friends, loved",0.3434-0.3312-0.3157-0.1827-0.1745,1.35
2458,"car fax, * * * * * malibu, malibu, inspection, airbags",0.4266-0.355-0.3424-0.3184-0.3178,1.76
2459,"registration, old address, address, issue, car",0.4404-0.3902-0.3034-0.2823-0.1984,1.61
2460,"worst car buying experience, car buying experience, car buying, worst car buying, carvana",0.5382-0.5003-0.4667-0.4661-0.386,2.36
2461,"used car, old cars, cheaper way, buy, cars",0.4517-0.4382-0.4169-0.3537-0.345,2.01
2462,"rescheduling delivery, day delivery, paperwork, delivery date, rescheduling",0.5105-0.388-0.377-0.3588-0.3443,1.98
2463,"rental car, carvana, experience, carvana body shops, great inconvenience",0.4028-0.3638-0.3475-0.3396-0.2493,1.7
